search_id,patient_id,search_query,filters_applied,treatment_clicked,country_clicked,clicked_clinic_id,time_on_search_page,timestamp
2698,a437199c-ec2a-422b-a901-4e33097ef98d,plastic surgery abroad,"specialty:fertility, specialty:cosmetic, rating:4+",mental health support,UK,431,71,2025-02-19 14:19:31
2699,b61d56f5-b916-4357-8b1b-df3be217a6df,knee replacement,"verified, specialty:fertility",cosmetic surgery,France,360,251,2025-04-05 14:19:31
2700,61f43c2b-2dd9-4719-b8d9-bf3306d903c0,ivf treatment,"language:english, rating:4+, language:spanish, feature:luxury",dermatology clinic,Brazil,248,59,2025-02-23 14:19:31
2701,a9470663-0e73-4523-99ec-c846697437ea,dental implants,"specialty:fertility, feature:financing, language:english",hair transplant,Croatia,234,142,2025-02-07 14:19:31
2702,ec511744-05e1-4e2f-b2b7-4922054edd71,cheap surrogacy,"verified, language:english",ivf treatment,France,360,222,2025-02-03 14:19:31
2703,173d5030-077d-4688-99fe-1c45abac7bf8,knee replacement,"specialty:fertility, verified",mental health support,France,370,296,2025-02-07 14:19:31
2704,802993b1-daea-444a-a91a-49055a29fe6b,ivf treatment,"specialty:fertility, language:spanish, feature:luxury",ivf treatment,Russia,1015,36,2025-02-23 14:19:31
2705,f4881671-a0db-4ca2-b43c-fb6b7ad7c891,dental implants,rating:4+,dental implants,Saudi Arabia,952,115,2025-04-08 14:19:31
2706,f1db9ad8-6098-4b94-a05b-189264bc08cf,knee replacement,"verified, language:english, specialty:cosmetic, rating:4+",cheap surrogacy,South Africa,597,106,2025-03-23 14:19:31
2707,9291e493-528a-44f3-a3ea-c0a19202b09c,mental health support,"specialty:fertility, feature:luxury, feature:financing, feature:telemedicine",knee replacement,Norway,1183,62,2025-02-21 14:19:31
2708,e42f0c28-c3e3-4148-86e2-e861957edc3c,cheap surrogacy,"rating:4+, language:spanish, feature:telemedicine",dental implants,Sweden,1138,281,2025-03-21 14:19:31
2709,373058be-4892-4bd6-a399-40dd4e1f39be,cheap surrogacy,language:spanish,cardiology clinic,Serbia,1549,138,2025-04-11 14:19:31
2710,bdf774c8-cf3e-44aa-994f-fd275dcd0d40,cardiology clinic,"specialty:dental, feature:telemedicine, feature:financing",dermatology clinic,Brazil,261,85,2025-02-14 14:19:31
2711,96867676-783e-40ab-b22a-55a605391557,plastic surgery abroad,specialty:fertility,ivf treatment,Norway,1173,203,2025-03-21 14:19:31
2712,ea77d1d6-2904-46d6-a3e7-35abdc02bc29,dental implants,"specialty:cosmetic, language:spanish, verified",mental health support,Brazil,257,219,2025-02-20 14:19:31
2713,32dba028-4823-4ebe-8cad-e92e53dc4fae,cardiology clinic,"rating:4+, specialty:fertility",hair transplant,Sweden,1133,187,2025-03-23 14:19:31
2714,6c4e5a8c-99af-4e64-9024-822544bb10e0,dermatology clinic,"specialty:cosmetic, language:english, verified",dental implants,Saudi Arabia,928,263,2025-02-08 14:19:31
2715,ad5c3c49-ba09-4a27-8870-8a92d2f77d5d,hair transplant,language:spanish,dermatology clinic,Serbia,1533,191,2025-02-25 14:19:31
2716,871d5bfc-e674-40de-879f-b5f3d3b68150,dental implants,"verified, feature:financing",ivf treatment,USA,21,294,2025-03-28 14:19:31
2717,0a5a2698-17cb-47b8-ad0f-74e6a174a785,dental implants,"specialty:fertility, specialty:dental",hair transplant,Argentina,761,126,2025-01-29 14:19:31
2718,96e1a522-b2b8-4698-9dd0-855c7986f498,hair transplant,"feature:financing, verified, feature:telemedicine",cosmetic surgery,France,356,183,2025-03-25 14:19:31
2719,5193412d-6906-4118-af75-a3b2d8186112,knee replacement,"verified, specialty:fertility",cardiology clinic,Australia,502,39,2025-04-13 14:19:31
2720,0734a403-0fb9-4b5d-920b-28f648d0e602,cardiology clinic,"language:english, verified, specialty:dental",knee replacement,Ireland,1267,177,2025-03-13 14:19:31
2721,c9eef97c-eade-4b17-b0d0-90bd0dff01ba,dental implants,"language:spanish, feature:financing",plastic surgery abroad,Israel,1666,291,2025-03-13 14:19:31
2722,bcb12a00-7ee6-47de-993e-ea4d6a6a642b,knee replacement,"feature:telemedicine, specialty:cosmetic",hair transplant,Georgia,333,131,2025-02-27 14:19:31
2723,9696dc6c-671a-4de5-86b8-afefad443c48,cosmetic surgery,"specialty:fertility, verified, feature:financing, specialty:cosmetic",plastic surgery abroad,Sweden,1156,123,2025-04-03 14:19:31
2724,62359144-1e7f-42ad-aa39-73ffe14fea78,hair transplant,"specialty:dental, specialty:fertility, verified",cardiology clinic,UAE,910,206,2025-03-09 14:19:31
2725,d2a5d216-314b-4d36-9516-235984362fc7,cheap surrogacy,"verified, specialty:dental",knee replacement,Spain,293,259,2025-02-26 14:19:31
2726,d7232ce3-1348-4fb3-8982-a300f95f17e6,ivf treatment,"rating:4+, feature:luxury, language:english, specialty:fertility",ivf treatment,Georgia,328,12,2025-02-28 14:19:31
2727,60b36938-5107-4545-bc5b-14bd05b149a0,cheap surrogacy,"specialty:dental, feature:telemedicine, rating:4+",cheap surrogacy,Vietnam,701,55,2025-02-02 14:19:31
2728,dc409942-a8cf-4936-8e81-b2f02d474c4f,cosmetic surgery,"rating:4+, specialty:dental, feature:telemedicine, verified",cardiology clinic,Russia,987,123,2025-02-26 14:19:31
2729,605797cf-da55-4825-9086-f384733ac54f,mental health support,"rating:4+, language:english, specialty:fertility",plastic surgery abroad,Switzerland,1368,209,2025-03-17 14:19:31
2730,d4a39a51-c481-4a69-b83b-f029b6ac2048,ivf treatment,"verified, language:spanish",dermatology clinic,Brazil,247,122,2025-04-15 14:19:31
2731,34952c00-9a0f-49e9-ab8b-8c111fb0ef34,cheap surrogacy,"feature:financing, feature:luxury",cosmetic surgery,Indonesia,646,143,2025-04-11 14:19:31
2732,c3d0bde3-cfbb-484a-80b5-70137f29c9e7,cosmetic surgery,specialty:dental,knee replacement,Philippines,725,174,2025-03-04 14:19:31
2733,f11cc0a4-bf06-4520-988a-617b254338df,cardiology clinic,feature:luxury,cosmetic surgery,UK,430,56,2025-02-03 14:19:31
2734,2febcc33-cf5c-4dd3-9f10-7434eb096202,ivf treatment,"feature:telemedicine, verified, rating:4+",cheap surrogacy,Russia,994,241,2025-01-27 14:19:31
2735,acce693e-91a0-4ef2-9c00-7554c3963bf9,hair transplant,"specialty:cosmetic, specialty:fertility, language:english, rating:4+",hair transplant,Romania,1519,72,2025-03-30 14:19:31
2736,c30f3c69-21ff-4f72-9b0f-caa7d56c478f,ivf treatment,"feature:luxury, language:english",plastic surgery abroad,Czech Republic,1435,61,2025-02-02 14:19:31
2737,96867676-783e-40ab-b22a-55a605391557,dental implants,"feature:financing, rating:4+, specialty:cosmetic",mental health support,Turkey,85,257,2025-01-27 14:19:31
2738,84308e0c-3fe6-44f4-a867-0d3b1c5f3cba,cheap surrogacy,"feature:telemedicine, specialty:cosmetic",cosmetic surgery,Serbia,1552,290,2025-02-22 14:19:31
2739,ddcf5003-4627-41ec-88ac-784fca10b499,ivf treatment,"specialty:cosmetic, verified, specialty:fertility",dermatology clinic,Vietnam,697,282,2025-01-23 14:19:31
2740,859f02bb-1ee2-4f39-aed4-db8980104995,mental health support,"verified, feature:financing, language:english",plastic surgery abroad,Portugal,1304,188,2025-02-10 14:19:31
2741,13ab7d2c-eba0-430c-aa9a-6f4b2e39c29a,knee replacement,"language:english, language:spanish",dermatology clinic,Czech Republic,1456,74,2025-02-26 14:19:31
2742,4ac8927e-ba75-4921-a833-48ea5c94563a,cosmetic surgery,feature:financing,mental health support,South Korea,546,251,2025-04-02 14:19:31
2743,b0b710ab-f690-42cf-ac7e-5cc6b0cf3e7f,cheap surrogacy,"language:english, feature:luxury",cardiology clinic,Canada,444,196,2025-04-08 14:19:31
2744,e9365d1b-3494-4114-9ef1-4d581e392331,cheap surrogacy,"specialty:fertility, feature:financing, specialty:cosmetic, specialty:dental",cardiology clinic,Italy,376,9,2025-04-05 14:19:31
2745,06a574ec-5422-4a97-a32a-878718246315,cosmetic surgery,"language:spanish, specialty:fertility, feature:luxury",cosmetic surgery,UAE,916,287,2025-02-25 14:19:31
2746,5601f6a5-34b6-485d-acd4-180ab0dc75fb,cheap surrogacy,"specialty:fertility, verified, specialty:dental",cosmetic surgery,France,348,130,2025-03-14 14:19:31
2747,45e18b77-97f9-41d5-94f8-9e6cc416c07c,hair transplant,"specialty:cosmetic, verified",dental implants,Bulgaria,1614,218,2025-02-27 14:19:31
2748,4e0ebe2e-de72-4970-90c4-9f9eb020321b,dermatology clinic,specialty:fertility,mental health support,Chile,840,5,2025-03-16 14:19:31
2749,9696dc6c-671a-4de5-86b8-afefad443c48,cardiology clinic,specialty:cosmetic,mental health support,Philippines,740,104,2025-03-26 14:19:31
2750,70249792-6578-4d0c-9aec-8b70ac0e7307,dermatology clinic,"verified, specialty:cosmetic, feature:telemedicine",ivf treatment,Ireland,1259,30,2025-04-08 14:19:31
2751,1edfc59e-2775-4e9d-a770-c217f455af73,knee replacement,"language:english, feature:telemedicine",cheap surrogacy,Netherlands,1104,95,2025-04-01 14:19:31
2752,18ebeed7-616d-41c8-975c-9669a00a06e6,hair transplant,"specialty:dental, specialty:cosmetic, feature:telemedicine, rating:4+",dental implants,USA,12,219,2025-04-16 14:19:31
2753,211f632b-752c-4a97-b60d-f6a37c198515,plastic surgery abroad,"rating:4+, specialty:cosmetic",dental implants,Greece,1350,169,2025-02-26 14:19:31
2754,683199c6-f480-4da5-a68c-13481046e3df,mental health support,language:spanish,dermatology clinic,Thailand,113,228,2025-04-02 14:19:31
2755,42bbeaae-222d-42cf-bc34-3d5ddf9e1425,hair transplant,"feature:financing, language:english",dental implants,USA,22,298,2025-03-08 14:19:31
2756,dcda8cc1-8427-4378-b40d-8aefa0ba6142,dermatology clinic,"feature:telemedicine, feature:luxury",ivf treatment,Egypt,868,232,2025-02-23 14:19:31
2757,b0b710ab-f690-42cf-ac7e-5cc6b0cf3e7f,cosmetic surgery,"specialty:dental, feature:telemedicine",mental health support,Italy,406,63,2025-04-17 14:19:31
2758,df22367d-4262-448c-9aa3-3580fb708dd7,cheap surrogacy,"feature:luxury, specialty:dental, language:spanish",cosmetic surgery,Indonesia,614,107,2025-04-06 14:19:31
2759,7a7628e6-7394-4796-91c4-243bf07db671,cardiology clinic,"feature:luxury, specialty:dental, feature:telemedicine",cosmetic surgery,Saudi Arabia,942,242,2025-02-17 14:19:31
2760,b0b710ab-f690-42cf-ac7e-5cc6b0cf3e7f,mental health support,"rating:4+, language:spanish, verified",knee replacement,Egypt,865,133,2025-01-31 14:19:31
2761,f31dde25-9496-434f-9438-231daa0a2259,cosmetic surgery,feature:luxury,ivf treatment,Egypt,878,247,2025-03-08 14:19:31
2762,3281f976-c680-42e5-a78d-af97a614f06a,cardiology clinic,feature:financing,dermatology clinic,Sweden,1128,15,2025-04-07 14:19:31
2763,b69f627c-fae4-4d7c-a1b1-087efa4cb559,dermatology clinic,"specialty:fertility, feature:luxury",cosmetic surgery,Czech Republic,1429,26,2025-03-28 14:19:31
2764,23fbc01f-d7be-4b4f-b967-6dc6d6fdd1a5,plastic surgery abroad,"rating:4+, feature:luxury",hair transplant,South Korea,547,44,2025-02-14 14:19:31
2765,e90f4137-15be-4dd0-97b0-27ce4fe5c13b,knee replacement,"language:english, language:spanish, specialty:cosmetic",knee replacement,Bulgaria,1631,261,2025-02-28 14:19:31
2766,c0a7ad9c-a5ac-4d5a-88f1-8eed67037089,hair transplant,"specialty:cosmetic, verified, specialty:fertility, rating:4+",plastic surgery abroad,South Africa,601,194,2025-03-21 14:19:31
2767,a0d80651-3338-42d1-a691-c66400c99370,cosmetic surgery,"feature:financing, verified, feature:luxury, language:english",cosmetic surgery,Qatar,958,106,2025-02-11 14:19:31
2768,ad5c3c49-ba09-4a27-8870-8a92d2f77d5d,hair transplant,verified,cheap surrogacy,USA,7,178,2025-03-20 14:19:31
2769,0d9ff83d-70a3-4883-8c58-2872a2fba345,cardiology clinic,"rating:4+, feature:luxury, specialty:fertility",mental health support,Germany,188,147,2025-03-19 14:19:31
2770,d2450039-5e24-496e-b736-3ad979a8226b,cheap surrogacy,verified,knee replacement,Finland,1192,249,2025-02-09 14:19:31
2771,f9a732dc-5d1c-4906-9090-dc9d2b3171dc,hair transplant,"verified, feature:luxury, rating:4+, language:spanish",mental health support,Greece,1327,53,2025-03-12 14:19:31
2772,9ffda1e7-4052-43a5-a6fd-32156a107fb7,dermatology clinic,"feature:luxury, feature:telemedicine, rating:4+",mental health support,Thailand,105,197,2025-04-08 14:19:31
2773,14c08f6d-0764-41d3-a75d-d45952d36897,dermatology clinic,"language:spanish, feature:luxury, specialty:cosmetic",cosmetic surgery,Qatar,958,203,2025-03-20 14:19:31
2774,ec511744-05e1-4e2f-b2b7-4922054edd71,plastic surgery abroad,language:english,hair transplant,Greece,1350,49,2025-02-11 14:19:31
2775,0d565923-c310-42a2-8700-77c1b1f94a09,plastic surgery abroad,verified,dermatology clinic,Spain,306,248,2025-01-19 14:19:31
2776,a5e8c198-3c10-416d-bf63-a0653e85c8c4,cheap surrogacy,verified,plastic surgery abroad,Slovenia,1592,162,2025-03-07 14:19:31
2777,1ce370ed-6857-47ac-ba40-fe3983a5f421,dermatology clinic,"verified, feature:luxury, feature:telemedicine, specialty:fertility",mental health support,Chile,844,22,2025-03-06 14:19:31
2778,c8e7f2f6-aabb-4cac-88d7-51654c987a1b,dental implants,"feature:telemedicine, rating:4+",mental health support,South Korea,547,265,2025-03-18 14:19:31
2779,79ab3018-87f3-49a4-8d1a-810d910171d2,dental implants,"rating:4+, specialty:cosmetic, feature:telemedicine, verified",mental health support,Singapore,1675,246,2025-01-19 14:19:31
2780,196b58f1-ded8-4c47-bb88-854e7f968d71,ivf treatment,"specialty:fertility, specialty:cosmetic",mental health support,Egypt,862,248,2025-02-04 14:19:31
2781,bf3d5023-1406-42a8-af61-e334360893b2,hair transplant,specialty:cosmetic,plastic surgery abroad,USA,34,236,2025-02-12 14:19:31
2782,1ddea07d-651a-4277-817f-319f04961795,plastic surgery abroad,"language:english, feature:telemedicine, specialty:cosmetic, rating:4+",dental implants,Denmark,1225,203,2025-02-17 14:19:31
2783,e1831003-5bd9-42c7-84a4-34e7ffcf956e,knee replacement,"feature:telemedicine, feature:luxury, specialty:fertility, language:english",cheap surrogacy,Poland,1055,262,2025-02-16 14:19:31
2784,f1db9ad8-6098-4b94-a05b-189264bc08cf,dental implants,"language:english, verified, feature:luxury",cosmetic surgery,Norway,1170,76,2025-04-03 14:19:31
2785,bcb12a00-7ee6-47de-993e-ea4d6a6a642b,dermatology clinic,feature:luxury,plastic surgery abroad,Greece,1327,221,2025-01-19 14:19:31
2786,0bf2fb51-c4f5-403e-9af1-128cc8ee46bf,ivf treatment,"rating:4+, verified, language:spanish, feature:telemedicine",cosmetic surgery,UK,422,36,2025-04-10 14:19:31
2787,3977fd2f-9205-4da0-a264-3336d5ad86bc,cosmetic surgery,rating:4+,cheap surrogacy,Italy,393,95,2025-02-12 14:19:31
2788,66e9a80e-6b57-4789-8bb4-9889f9005224,cheap surrogacy,specialty:cosmetic,plastic surgery abroad,Singapore,1672,86,2025-02-15 14:19:31
2789,dc137c04-cf3a-4f8d-97f7-31e38add3976,plastic surgery abroad,"language:spanish, language:english",knee replacement,Slovenia,1576,124,2025-02-18 14:19:31
2790,79cfc04f-5b29-417a-a675-d5e2f1773294,dermatology clinic,feature:financing,hair transplant,Egypt,867,139,2025-03-28 14:19:31
2791,a06aa68a-9cac-4d21-a5a8-c8af8efbd22a,cheap surrogacy,"specialty:fertility, verified, feature:telemedicine",cheap surrogacy,Hungary,1471,279,2025-01-21 14:19:31
2792,96f19d54-c8a6-4005-a463-463c249316b4,knee replacement,feature:telemedicine,hair transplant,Malaysia,670,14,2025-04-04 14:19:31
2793,a84d5f25-abf2-4369-9d0a-06d3e592ee7c,cardiology clinic,"rating:4+, verified, language:spanish, feature:luxury",ivf treatment,France,368,179,2025-02-09 14:19:31
2794,4a4a15ea-075d-4cd4-a55c-82c7cadee3ec,knee replacement,language:english,cheap surrogacy,Japan,530,276,2025-03-29 14:19:31
2795,373058be-4892-4bd6-a399-40dd4e1f39be,hair transplant,"feature:financing, specialty:cosmetic",hair transplant,Romania,1521,130,2025-04-12 14:19:31
2796,7ccc9258-0979-45d3-8a70-3330ffc03136,cosmetic surgery,rating:4+,plastic surgery abroad,Hungary,1485,62,2025-02-24 14:19:31
2797,949aca46-0a87-4ac2-8f3f-5995e468eb64,plastic surgery abroad,language:spanish,mental health support,Portugal,1299,143,2025-01-24 14:19:31
2798,9ffda1e7-4052-43a5-a6fd-32156a107fb7,ivf treatment,"feature:financing, verified, specialty:dental",hair transplant,Argentina,778,77,2025-01-25 14:19:31
2799,5b44e6ed-7107-4f2e-8a71-53507eb27900,ivf treatment,"verified, feature:telemedicine, rating:4+",dental implants,Slovenia,1587,63,2025-02-17 14:19:31
2800,f9e6debb-afe2-487f-8fdf-af5dbc75ed53,cheap surrogacy,"language:spanish, feature:luxury",dermatology clinic,Turkey,88,29,2025-03-23 14:19:31
2801,b52f80c9-d9ee-4678-8112-f0ffeba46463,plastic surgery abroad,feature:financing,ivf treatment,Portugal,1312,237,2025-03-29 14:19:31
2802,3977fd2f-9205-4da0-a264-3336d5ad86bc,cosmetic surgery,"specialty:cosmetic, language:spanish",cosmetic surgery,Sweden,1127,156,2025-03-11 14:19:31
2803,be216c79-b8b7-41b0-8de8-1d1edfa0bc17,plastic surgery abroad,"verified, specialty:cosmetic, rating:4+",plastic surgery abroad,Spain,302,264,2025-01-24 14:19:31
2804,4f62cc9d-ebf4-44d0-8e6d-29bfbc633d6c,cardiology clinic,"rating:4+, feature:luxury",ivf treatment,Germany,182,219,2025-02-08 14:19:31
2805,c8497436-18b4-45b1-812a-34f402a13629,mental health support,specialty:cosmetic,ivf treatment,Colombia,789,92,2025-02-17 14:19:31
2806,a06aa68a-9cac-4d21-a5a8-c8af8efbd22a,mental health support,"verified, feature:financing",plastic surgery abroad,Mexico,68,73,2025-04-16 14:19:31
2807,a0733e57-ba03-41f9-90ed-01d3ef444cf5,cheap surrogacy,rating:4+,cosmetic surgery,Thailand,117,220,2025-03-25 14:19:31
2808,ca3e3238-dbb2-4c33-a045-6992d79330f1,hair transplant,"feature:luxury, feature:telemedicine, language:english",cheap surrogacy,Israel,1645,200,2025-01-28 14:19:31
2809,de68666d-67b4-4520-b11a-369675cd3e5c,cosmetic surgery,"language:english, feature:financing, rating:4+",ivf treatment,USA,13,96,2025-04-17 14:19:31
2810,ccbcbf4b-78ea-47e2-8bc4-dd425c39b57d,hair transplant,"feature:luxury, specialty:fertility",cardiology clinic,Greece,1347,115,2025-02-25 14:19:31
2811,76a990f1-f928-4706-977c-9717836a5887,dental implants,specialty:fertility,dermatology clinic,Canada,457,191,2025-03-18 14:19:31
2812,173d5030-077d-4688-99fe-1c45abac7bf8,cosmetic surgery,"specialty:cosmetic, rating:4+, language:spanish",dental implants,Singapore,1686,132,2025-01-30 14:19:31
2813,22d6f0a2-a41f-4d38-8a80-3df87182fcf2,dermatology clinic,specialty:fertility,hair transplant,Serbia,1545,129,2025-03-01 14:19:31
2814,e1228e75-4719-4f5c-b69b-d5963f10938c,cosmetic surgery,"verified, language:english, feature:financing",mental health support,Canada,456,135,2025-02-13 14:19:31
2815,289a5e38-ad4b-44ec-9b67-3a2542c45041,ivf treatment,"language:english, feature:luxury, verified, specialty:dental",hair transplant,Chile,820,266,2025-02-08 14:19:31
2816,7ea413e5-436d-477b-a431-cbbe0e44c9dc,ivf treatment,"specialty:cosmetic, rating:4+, feature:financing",plastic surgery abroad,Australia,510,194,2025-03-14 14:19:31
2817,bf1a61d7-0858-4527-b92d-d4997497375c,mental health support,"specialty:fertility, feature:telemedicine, specialty:cosmetic, specialty:dental",dental implants,Egypt,877,200,2025-02-26 14:19:31
2818,aa3d2111-a123-4193-9c53-20426a3e0103,dermatology clinic,"feature:luxury, specialty:dental, specialty:fertility, rating:4+",hair transplant,Finland,1191,295,2025-02-15 14:19:31
2819,c80682d3-567b-4583-a679-3a4b73cecf7c,cosmetic surgery,"verified, feature:luxury",cheap surrogacy,Italy,381,273,2025-02-28 14:19:31
2820,9291e493-528a-44f3-a3ea-c0a19202b09c,cosmetic surgery,"specialty:cosmetic, specialty:fertility, verified, feature:telemedicine",mental health support,Egypt,854,42,2025-02-19 14:19:31
2821,5f187c02-1e24-4a97-a73e-f6f485d4bf0f,cheap surrogacy,"specialty:fertility, feature:telemedicine, language:english, feature:financing",cheap surrogacy,Denmark,1250,84,2025-02-02 14:19:31
2822,79ebb8bb-214b-4473-a375-58676cc56071,cheap surrogacy,"feature:telemedicine, language:english",plastic surgery abroad,Serbia,1540,249,2025-02-26 14:19:31
2823,91b45e06-cc0a-428b-b518-5923e8292e3b,plastic surgery abroad,"rating:4+, specialty:cosmetic, specialty:fertility, feature:financing",mental health support,Bulgaria,1600,11,2025-03-11 14:19:31
2824,f3dc50bf-0486-4bee-8bef-4a768a601b92,knee replacement,"feature:financing, specialty:fertility, verified",hair transplant,Poland,1072,131,2025-04-06 14:19:31
2825,f0db6ecb-cc87-4b1c-a987-799bbd4c938c,knee replacement,"specialty:cosmetic, specialty:dental",cosmetic surgery,Georgia,317,211,2025-04-17 14:19:31
2826,b52f80c9-d9ee-4678-8112-f0ffeba46463,dental implants,feature:luxury,dental implants,South Africa,610,243,2025-02-26 14:19:31
2827,7ea413e5-436d-477b-a431-cbbe0e44c9dc,cheap surrogacy,feature:luxury,knee replacement,Romania,1518,22,2025-03-13 14:19:31
2828,d544c79b-6ab7-4840-b5b5-ac7163ef5e69,cheap surrogacy,feature:telemedicine,ivf treatment,Indonesia,616,13,2025-03-23 14:19:31
2829,1fa7cddf-25e6-4919-9deb-cd5cb8427379,cheap surrogacy,"language:english, specialty:fertility, rating:4+, specialty:dental",cheap surrogacy,Mexico,68,281,2025-02-22 14:19:31
2830,df22367d-4262-448c-9aa3-3580fb708dd7,cardiology clinic,"feature:luxury, specialty:fertility, feature:financing, rating:4+",cardiology clinic,USA,24,82,2025-04-11 14:19:31
2831,de4097c3-3427-4466-97f4-b85d597faaf0,cosmetic surgery,"language:english, feature:telemedicine",cheap surrogacy,Mexico,64,253,2025-02-23 14:19:31
2832,7e81cdfa-bf16-43e9-89b7-e0374425dea7,cheap surrogacy,specialty:cosmetic,plastic surgery abroad,Japan,535,210,2025-04-02 14:19:31
2833,79ebb8bb-214b-4473-a375-58676cc56071,cheap surrogacy,language:english,plastic surgery abroad,Chile,824,72,2025-04-18 14:19:31
2834,b6a787b1-c3cb-4c28-874c-fa297fc5ae23,dermatology clinic,"feature:telemedicine, verified, rating:4+",mental health support,Ireland,1261,214,2025-04-06 14:19:31
2835,366fbddd-b1c8-450a-9e39-0f218775cabf,plastic surgery abroad,"specialty:cosmetic, language:english, rating:4+, specialty:dental",hair transplant,Serbia,1552,8,2025-03-10 14:19:31
2836,5193412d-6906-4118-af75-a3b2d8186112,hair transplant,"feature:luxury, specialty:dental, specialty:fertility, rating:4+",ivf treatment,Canada,462,104,2025-02-16 14:19:31
2837,4d7ae829-cdfc-4f75-a51e-89f1acd380ef,cheap surrogacy,"language:spanish, specialty:dental, verified",dermatology clinic,Thailand,107,255,2025-02-14 14:19:31
2838,d8eae31b-a2ac-4896-bf38-3a3e33a67403,cosmetic surgery,rating:4+,dental implants,Philippines,717,120,2025-02-24 14:19:31
2839,45e18b77-97f9-41d5-94f8-9e6cc416c07c,cheap surrogacy,"verified, specialty:fertility",cardiology clinic,Belgium,1424,41,2025-02-02 14:19:31
2840,d7232ce3-1348-4fb3-8982-a300f95f17e6,plastic surgery abroad,"feature:telemedicine, specialty:cosmetic, rating:4+, verified",hair transplant,Italy,389,99,2025-03-12 14:19:31
2841,c9d0c0fc-9fd6-4922-8b5f-74aae3386d52,hair transplant,"rating:4+, feature:luxury, verified",hair transplant,Slovenia,1597,257,2025-02-22 14:19:31
2842,f93c8859-011b-4348-8981-1f35c10750bc,dermatology clinic,"specialty:fertility, feature:telemedicine, language:english, verified",dermatology clinic,USA,11,216,2025-03-08 14:19:31
2843,f9a732dc-5d1c-4906-9090-dc9d2b3171dc,cheap surrogacy,rating:4+,dental implants,Ireland,1290,290,2025-03-04 14:19:31
2844,a4d21eae-cd0d-4d73-8a1c-3218c19d11c5,dermatology clinic,"specialty:fertility, feature:financing",cardiology clinic,Finland,1215,45,2025-03-15 14:19:31
2845,68028b3b-a4f9-44fc-8449-21b6cfef7811,mental health support,"feature:luxury, verified",ivf treatment,Denmark,1240,290,2025-03-04 14:19:31
2846,ed5d6510-e52a-43e6-bec5-8a891db3c075,dental implants,"language:english, feature:financing, specialty:dental",ivf treatment,Hungary,1493,169,2025-02-20 14:19:31
2847,76d32b96-4f7f-463e-93c5-44a3cc0b200d,hair transplant,"language:english, feature:telemedicine, specialty:dental, feature:financing",dermatology clinic,Turkey,97,247,2025-04-18 14:19:31
2848,1d9fff25-7e63-4654-93ff-5f1f150e3388,hair transplant,specialty:cosmetic,dental implants,Australia,504,164,2025-03-09 14:19:31
2849,e4f364d5-b6f3-4d02-90ca-fac394e3552b,hair transplant,feature:financing,dental implants,South Korea,566,132,2025-01-31 14:19:31
2850,7fb32568-9594-4ea8-8381-6e47df3c5c8a,plastic surgery abroad,"specialty:fertility, specialty:dental",plastic surgery abroad,Israel,1648,17,2025-01-21 14:19:31
2851,1138978b-45fb-4e8a-963b-04fa9784713d,cheap surrogacy,"language:spanish, specialty:fertility, verified, specialty:dental",cardiology clinic,Ukraine,1053,283,2025-02-07 14:19:31
2852,f1db9ad8-6098-4b94-a05b-189264bc08cf,hair transplant,rating:4+,plastic surgery abroad,Netherlands,1094,11,2025-03-30 14:19:31
2853,42bbeaae-222d-42cf-bc34-3d5ddf9e1425,cardiology clinic,"specialty:cosmetic, language:english",mental health support,Germany,186,149,2025-01-20 14:19:31
2854,68950908-2e2c-4850-ab17-bd75307a1acb,cheap surrogacy,"feature:telemedicine, specialty:cosmetic",mental health support,Vietnam,702,72,2025-03-24 14:19:31
2855,8dcd6e9b-39d2-474a-b1a7-1782d751af9c,knee replacement,"feature:luxury, specialty:cosmetic, verified, feature:financing",dental implants,Ukraine,1039,226,2025-02-15 14:19:31
2856,1fa54251-5074-4c13-bc0f-94cdc2ebbaa2,plastic surgery abroad,"verified, specialty:fertility, specialty:cosmetic, language:english",ivf treatment,Hungary,1466,52,2025-02-08 14:19:31
2857,66e9a80e-6b57-4789-8bb4-9889f9005224,hair transplant,"specialty:dental, specialty:cosmetic",cosmetic surgery,UK,409,204,2025-03-01 14:19:31
2858,2275b1e2-f141-42c7-a0dc-ec7d3b172319,ivf treatment,"feature:financing, feature:luxury, language:english",dental implants,Sweden,1149,180,2025-03-29 14:19:31
2859,3ecd0888-01af-4939-84df-5b8dc4eb8e5d,mental health support,"specialty:fertility, specialty:dental",cheap surrogacy,Croatia,229,211,2025-04-14 14:19:31
2860,3cf29ade-171a-4b65-a272-d7ca7f176b55,dermatology clinic,"specialty:fertility, verified",knee replacement,Indonesia,643,245,2025-01-22 14:19:31
2861,2f4ddc9b-3334-4d07-a6b3-6561966d2735,dermatology clinic,"feature:luxury, language:english, specialty:cosmetic, specialty:fertility",dental implants,Qatar,984,277,2025-01-22 14:19:31
2862,fd2f1be9-beea-402a-8e2d-e1053c70dfca,cosmetic surgery,"specialty:dental, rating:4+",ivf treatment,Serbia,1538,153,2025-02-28 14:19:31
2863,6a7df379-cb21-4a80-99d4-d39a7dffe27d,ivf treatment,"feature:telemedicine, feature:luxury, language:spanish",dermatology clinic,Bulgaria,1624,203,2025-02-25 14:19:31
2864,dc409942-a8cf-4936-8e81-b2f02d474c4f,mental health support,"feature:telemedicine, language:english",cheap surrogacy,Czech Republic,1440,197,2025-04-18 14:19:31
