clinic_id,clinic_name,country,city,specialties,languages_spoken,is_verified,has_profile_photo,has_doctor_bio,has_services_listed,has_prices_listed,has_reviews,completeness_score,average_price,average_review_rating,response_rate_percent,average_response_time_hours,last_updated_date,total_clicks,last_clicked_date,clinic_activity_score,inquiries_last_30_days,last_response_date
1429,Woods LLC,Thailand,Phuket,"Fertility, Cardiology","Thai, English, Spanish",0,0,1,0,1,0,,3283.61,3.3,76,69.2,2025-01-28,31,2025-03-03,6,36,2025-04-09
1430,Shannon LLC,USA,Miami,Orthopedics,"German, Turkish, Spanish",1,1,0,1,0,1,,4128.46,4.1,94,60.2,2025-04-02,374,2025-04-02,76,9,2025-03-20
1431,Valentine Ltd,USA,Los Angeles,"Cardiology, Fertility",Hindi,0,1,0,0,1,0,,4934.23,1.4,95,9.1,2025-02-19,188,2025-02-25,23,25,2025-04-09
1432,Porter and Sons,USA,New York,"Cosmetic Surgery, Orthopedics","Croatian, English, Thai",0,1,0,0,0,1,,6302.78,4.9,67,32.8,2025-03-10,167,2025-04-08,73,34,2025-03-29
1433,Moss LLC,Mexico,Tijuana,"Cardiology, Orthopedics","Turkish, Thai, Croatian",1,0,1,0,0,0,,2078.56,4.1,60,53.7,2025-02-18,746,2025-02-28,30,25,2025-04-08
1434,Perez and Sons,USA,Los Angeles,"Fertility, Dermatology, Dental","English, Thai, Croatian",1,1,1,1,0,1,,3360.51,2.8,81,18.7,2025-01-18,332,2025-03-29,33,42,2025-03-19
1435,"Kelly, Maxwell and Wilson",USA,Miami,"Fertility, Dermatology",Turkish,1,0,0,1,1,1,,8208.54,2.1,86,16.9,2025-03-24,313,2025-04-04,87,36,2025-04-06
1436,Lowe Ltd,India,Delhi,"Cosmetic Surgery, Fertility","Croatian, Thai, Hindi",0,1,0,1,0,1,,4838.4,2.0,82,8.0,2025-03-21,252,2025-04-17,61,14,2025-04-10
1437,Austin-Duran,Turkey,Istanbul,"Dermatology, Fertility, Dental",Spanish,1,1,0,0,0,1,,7702.45,4.7,51,46.0,2025-02-09,383,2025-04-06,91,29,2025-04-13
1438,"Rubio, Charles and Watson",USA,Los Angeles,Cosmetic Surgery,German,0,1,0,0,0,0,,3603.21,4.3,81,51.3,2025-03-03,969,2025-03-27,41,34,2025-03-22
1439,Vasquez-Galloway,Thailand,Bangkok,"Cosmetic Surgery, Dental, Dermatology",Spanish,1,1,1,1,0,0,,6140.45,1.6,73,61.8,2025-04-02,328,2025-04-04,65,2,2025-03-19
1440,"Melton, Henry and Joyce",Thailand,Phuket,Cardiology,Croatian,0,1,0,1,0,1,,6306.78,2.0,98,70.2,2025-01-30,730,2025-02-22,60,7,2025-04-08
1441,"Ramirez, Walker and Ray",Germany,Munich,"Cosmetic Surgery, Orthopedics",Turkish,1,0,0,0,1,1,,2837.3,4.4,77,9.5,2025-02-25,137,2025-02-23,9,42,2025-03-28
1442,Fox Group,Croatia,Dubrovnik,"Cosmetic Surgery, Orthopedics, Fertility","Spanish, English",0,1,1,0,1,0,,3247.04,1.2,88,40.9,2025-02-28,512,2025-02-26,45,42,2025-03-29
1443,Ayers-Johnson,Thailand,Phuket,"Orthopedics, Dental","Spanish, Thai",0,1,0,0,0,0,,919.25,4.7,98,54.6,2025-04-06,869,2025-04-15,93,13,2025-03-30
1444,Long-Parks,Mexico,Mexico City,"Cardiology, Dermatology, Dental","Hindi, Spanish, English",1,1,0,1,0,0,,4372.5,3.0,95,39.0,2025-03-04,90,2025-03-16,87,22,2025-03-20
1445,Bryant Inc,Thailand,Phuket,Cosmetic Surgery,"English, Thai, Hindi",1,1,1,0,1,1,,2172.92,1.1,80,68.4,2025-02-15,160,2025-02-25,0,46,2025-03-29
1446,"Holmes, Stewart and Smith",India,Delhi,"Dermatology, Cosmetic Surgery, Orthopedics",Thai,0,1,0,1,1,1,,668.55,3.1,96,52.4,2025-04-15,982,2025-03-15,28,3,2025-03-25
1447,"Clark, Carpenter and Nguyen",Thailand,Phuket,"Cardiology, Dermatology","Thai, Hindi, German",0,1,1,1,0,1,,4883.78,1.3,74,35.1,2025-02-05,36,2025-02-17,55,24,2025-04-02
1448,"Hensley, Lopez and Baker",India,Bangalore,"Orthopedics, Cosmetic Surgery",Croatian,1,1,0,0,1,1,,3866.07,1.2,92,44.1,2025-03-03,840,2025-03-24,26,19,2025-04-11
1449,Ruiz-Austin,Croatia,Zagreb,"Dental, Orthopedics, Fertility","Spanish, English, Thai",0,1,1,1,1,0,,2782.15,2.9,80,35.2,2025-03-19,18,2025-03-06,25,6,2025-04-06
1450,White-Coleman,Thailand,Phuket,"Orthopedics, Dental, Fertility","English, German",1,1,0,0,0,0,,2994.9,1.2,73,68.8,2025-03-12,345,2025-03-29,3,42,2025-04-17
1451,Haynes-Watson,Turkey,Ankara,"Dental, Cardiology, Dermatology","Hindi, Croatian, Thai",0,1,1,1,0,1,,1783.49,2.5,75,16.2,2025-03-24,817,2025-02-27,98,18,2025-04-11
1452,Ramirez-White,India,Delhi,"Dental, Dermatology, Cardiology","English, German, Spanish",1,0,1,0,0,1,,7070.6,3.9,56,32.1,2025-02-05,579,2025-03-08,52,20,2025-04-10
1453,Krause Ltd,Thailand,Chiang Mai,Cardiology,"Turkish, Thai, Spanish",1,0,1,0,0,1,,1974.43,4.1,90,29.7,2025-04-18,169,2025-04-10,31,2,2025-04-14
1454,Olsen Ltd,Mexico,Mexico City,Cosmetic Surgery,"Thai, Turkish",1,0,0,1,0,1,,5427.24,3.9,66,8.3,2025-02-11,871,2025-03-09,21,49,2025-03-22
1455,Brock-Peters,India,Delhi,"Dental, Orthopedics","Turkish, English",0,0,0,0,1,1,,7827.58,2.9,89,3.4,2025-02-06,390,2025-02-26,24,26,2025-04-16
1456,Gonzalez-Marsh,Turkey,Istanbul,"Orthopedics, Cardiology","Croatian, Hindi",1,1,1,0,0,0,,2020.67,4.9,94,40.4,2025-03-17,549,2025-03-15,50,12,2025-03-26
1457,"Hernandez, Shaffer and Thompson",USA,Los Angeles,"Fertility, Orthopedics",German,1,0,0,0,0,0,,7106.78,2.5,74,45.8,2025-04-03,942,2025-04-02,100,7,2025-03-30
1458,Taylor-Barry,Croatia,Zagreb,"Cardiology, Orthopedics, Dental","English, Croatian",1,1,0,0,0,0,,7469.56,4.4,74,68.9,2025-01-22,613,2025-04-09,38,46,2025-04-03
1459,"Holmes, Le and Floyd",Thailand,Phuket,"Dermatology, Fertility, Cosmetic Surgery",English,0,1,0,1,0,0,,7678.38,3.1,57,68.0,2025-02-06,648,2025-04-12,39,0,2025-03-19
1460,King-Garrison,Turkey,Istanbul,"Dermatology, Fertility, Cardiology","Thai, English",1,0,1,1,1,0,,5272.12,2.7,86,53.9,2025-04-12,826,2025-02-20,49,29,2025-04-15
1461,Ross Ltd,Turkey,Izmir,"Orthopedics, Cardiology, Fertility",English,0,0,1,1,1,1,,3489.67,1.5,98,11.8,2025-03-08,677,2025-03-19,76,17,2025-03-24
1462,Brown LLC,USA,New York,"Cosmetic Surgery, Dental, Fertility",Croatian,1,1,1,1,0,0,,2845.86,1.4,64,28.9,2025-01-30,295,2025-04-13,23,40,2025-04-06
1463,Combs-Davis,Turkey,Istanbul,Orthopedics,Spanish,0,1,1,1,0,0,,7176.82,3.2,72,35.7,2025-02-27,247,2025-04-13,87,2,2025-04-16
1464,"Cook, Ward and Castro",USA,Miami,"Orthopedics, Cosmetic Surgery, Cardiology","Croatian, English",0,1,0,1,0,1,,9344.7,1.1,67,32.3,2025-02-11,409,2025-03-20,76,19,2025-03-21
1465,Cooper-Jenkins,India,Mumbai,"Dermatology, Cardiology, Cosmetic Surgery","German, Hindi, English",1,0,0,1,0,0,,9888.16,4.7,79,57.7,2025-04-18,771,2025-04-14,56,31,2025-03-19
1466,Dillon-Mccarty,Croatia,Zagreb,"Orthopedics, Cosmetic Surgery, Cardiology","Spanish, Croatian, English",1,0,0,0,1,0,,5950.48,4.0,53,71.5,2025-03-14,630,2025-04-17,21,5,2025-04-10
1467,Ray Ltd,Turkey,Ankara,Cosmetic Surgery,"Croatian, Hindi",1,1,1,0,0,0,,6823.04,3.1,92,41.1,2025-02-25,718,2025-02-18,43,23,2025-03-19
1468,"Ryan, Krause and Mitchell",Mexico,Cancun,"Dental, Orthopedics, Dermatology",Thai,0,1,0,0,0,1,,6363.29,4.2,87,13.8,2025-01-28,413,2025-03-27,27,46,2025-04-06
1469,Nunez-Freeman,Germany,Berlin,"Cardiology, Orthopedics, Dermatology",English,1,0,1,1,0,1,,5312.38,3.9,59,67.0,2025-03-24,811,2025-03-02,71,22,2025-03-22
1470,"Griffin, Miller and Austin",India,Mumbai,"Dermatology, Fertility","Spanish, Turkish, Thai",1,0,1,0,0,1,,5976.82,4.2,98,35.2,2025-01-31,399,2025-03-21,4,27,2025-04-18
1471,Welch-Thomas,Turkey,Ankara,"Dermatology, Dental, Orthopedics",Croatian,1,1,0,0,0,1,,1794.35,1.1,94,58.6,2025-02-06,627,2025-04-06,47,48,2025-04-10
1472,Davidson LLC,Thailand,Chiang Mai,"Fertility, Cardiology","Thai, Hindi, Turkish",0,0,1,1,1,1,,546.57,4.5,88,51.9,2025-03-17,677,2025-04-10,60,44,2025-03-23
1473,Welch-Duncan,USA,Miami,"Orthopedics, Dermatology, Fertility","German, Spanish",0,1,0,0,1,0,,567.34,3.7,100,69.0,2025-04-04,683,2025-02-28,95,3,2025-04-16
1474,Miller LLC,Croatia,Split,"Dental, Orthopedics",Croatian,1,0,1,1,0,0,,9501.81,4.4,50,4.3,2025-02-06,524,2025-04-10,83,48,2025-04-12
1475,Edwards Ltd,India,Mumbai,"Orthopedics, Cardiology, Dental","Thai, Croatian, Hindi",1,1,0,0,0,0,,1082.93,3.7,83,9.9,2025-01-22,910,2025-02-17,59,40,2025-04-11
1476,Page-Jacobs,Germany,Munich,"Cosmetic Surgery, Orthopedics",Hindi,0,0,0,0,0,0,,4401.28,4.0,83,52.6,2025-02-27,841,2025-03-31,15,30,2025-04-06
1477,Nelson-Wallace,USA,Miami,"Dermatology, Fertility, Dental",Spanish,1,1,0,1,0,1,,5314.06,2.3,90,44.3,2025-04-10,423,2025-02-23,59,27,2025-04-10
1478,Adkins-Meyer,USA,Los Angeles,Fertility,"Thai, English, Hindi",0,0,1,0,0,1,,8147.91,4.6,61,28.0,2025-01-31,246,2025-03-20,74,16,2025-03-30
1479,Gutierrez-White,Croatia,Dubrovnik,"Cosmetic Surgery, Fertility, Cardiology","Spanish, Hindi",1,1,1,1,1,0,,8113.63,4.0,77,55.4,2025-02-08,445,2025-03-17,14,7,2025-04-16
1480,Martinez and Sons,Turkey,Istanbul,Dental,"German, English",0,1,1,1,0,1,,3514.01,2.4,93,47.9,2025-01-20,57,2025-02-28,81,24,2025-03-27
1481,"King, Manning and Brady",Mexico,Mexico City,"Orthopedics, Cardiology, Dental",German,0,0,0,1,1,0,,4945.64,1.5,61,63.9,2025-02-27,404,2025-03-03,2,13,2025-04-14
1482,Jackson Inc,Mexico,Mexico City,"Cosmetic Surgery, Dental, Cardiology",Hindi,1,1,1,1,0,1,,9716.63,4.2,62,43.7,2025-03-04,1000,2025-03-18,74,20,2025-03-25
1483,Brown Group,Turkey,Istanbul,"Dermatology, Fertility, Cosmetic Surgery","Turkish, German, English",0,0,1,0,1,1,,612.57,3.8,77,11.5,2025-03-04,402,2025-03-08,59,27,2025-04-15
1484,"Brown, Wise and Warren",USA,Los Angeles,"Cardiology, Cosmetic Surgery","Croatian, Spanish, Thai",0,0,0,0,1,1,,9584.29,1.1,82,50.7,2025-02-04,987,2025-04-08,80,16,2025-03-29
1485,Garcia PLC,India,Delhi,"Orthopedics, Fertility, Cardiology",English,1,0,0,0,1,0,,7304.56,4.9,98,66.3,2025-02-08,357,2025-04-09,23,0,2025-04-03
1486,Miller Group,Mexico,Cancun,Cardiology,"Croatian, English",1,0,1,1,0,1,,6977.84,1.6,89,50.6,2025-03-23,644,2025-03-24,41,4,2025-04-13
1487,Perez-Rojas,India,Bangalore,"Cosmetic Surgery, Dermatology, Cardiology",Thai,0,0,1,0,0,0,,6375.21,3.8,99,19.2,2025-04-02,131,2025-03-22,22,13,2025-03-27
1488,Sims-Anderson,USA,Los Angeles,Orthopedics,Turkish,0,0,0,1,0,0,,7585.31,3.1,50,51.1,2025-03-25,685,2025-04-01,87,9,2025-03-21
1489,Johnson Ltd,Croatia,Dubrovnik,"Fertility, Orthopedics","Croatian, Spanish",0,1,0,0,0,1,,7239.91,1.9,77,60.7,2025-02-23,626,2025-03-25,71,30,2025-03-26
1490,Dalton-Nguyen,Germany,Munich,Fertility,Croatian,0,1,1,1,1,0,,9457.24,2.6,77,28.8,2025-02-03,475,2025-04-18,3,43,2025-04-01
1491,Mcdonald-Pitts,Turkey,Ankara,"Cosmetic Surgery, Cardiology, Dental",German,0,1,1,1,0,1,,8386.29,1.7,50,42.6,2025-03-12,98,2025-04-11,45,0,2025-04-08
1492,Dunn-Taylor,Croatia,Zagreb,"Cardiology, Orthopedics, Dermatology",Thai,0,0,1,0,1,1,,2018.07,2.0,60,10.5,2025-02-07,957,2025-04-15,41,32,2025-03-23
1493,"Ryan, Garza and Bryant",India,Delhi,"Dermatology, Orthopedics","German, Spanish, Croatian",1,0,1,1,1,0,,9414.99,4.0,93,15.1,2025-03-03,47,2025-02-28,13,5,2025-04-15
1494,"Fields, Elliott and Mills",Turkey,Istanbul,"Cosmetic Surgery, Cardiology","Turkish, Spanish, Croatian",1,0,1,0,0,0,,9840.15,2.1,87,2.3,2025-03-19,20,2025-04-02,45,34,2025-03-21
1495,"Ferguson, Stout and Olson",Croatia,Dubrovnik,Dermatology,"Turkish, English, Hindi",1,0,1,0,0,0,,3995.77,3.8,94,55.5,2025-01-24,748,2025-03-26,76,11,2025-04-17
1496,Ballard Group,Turkey,Izmir,"Cardiology, Orthopedics","German, Turkish",1,0,0,0,1,0,,674.05,2.2,71,34.2,2025-03-31,452,2025-02-22,32,20,2025-03-25
1497,Diaz-Green,Croatia,Dubrovnik,Dental,"English, Hindi",1,1,0,0,1,0,,2224.57,4.1,62,27.9,2025-02-11,609,2025-02-28,48,3,2025-04-18
1498,Smith-Mills,India,Delhi,"Orthopedics, Dermatology","Thai, English, Spanish",0,0,1,1,1,0,,7534.5,4.0,96,60.4,2025-01-31,773,2025-03-09,61,36,2025-03-21
1499,Cooper Group,Croatia,Dubrovnik,Orthopedics,Thai,1,1,0,0,0,1,,7607.6,4.5,93,26.0,2025-03-31,525,2025-03-26,93,41,2025-03-19
1500,"Smith, Weeks and Arroyo",India,Bangalore,"Orthopedics, Cardiology, Dental","Croatian, German, Spanish",1,1,0,0,0,0,,4967.51,3.0,68,44.7,2025-01-30,870,2025-02-27,93,41,2025-03-23
1501,Evans-Cannon,Turkey,Ankara,"Orthopedics, Cosmetic Surgery","German, English",0,1,1,0,1,0,,4163.21,4.1,71,21.2,2025-03-20,304,2025-02-28,57,22,2025-03-31
1502,Harper-Robles,USA,Miami,"Dental, Cosmetic Surgery",German,0,1,0,1,1,1,,5309.67,2.3,82,54.7,2025-01-22,508,2025-03-28,53,42,2025-03-24
1503,"Brooks, Jenkins and Castro",India,Delhi,"Orthopedics, Cardiology","Croatian, Spanish",1,0,1,0,0,1,,6695.47,1.4,93,60.7,2025-02-18,980,2025-03-25,12,43,2025-03-29
1504,Wright-Espinoza,Croatia,Zagreb,"Dermatology, Dental","Thai, English, Turkish",0,1,0,0,0,0,,7297.22,3.0,68,2.0,2025-03-25,418,2025-03-12,75,38,2025-04-08
1505,"Price, Gray and Baker",Mexico,Tijuana,"Dermatology, Dental","Spanish, Croatian, English",0,1,1,0,0,1,,2759.98,3.8,95,24.5,2025-04-03,291,2025-03-10,57,9,2025-04-10
1506,Garrett-Black,India,Bangalore,Fertility,Spanish,0,1,1,1,0,1,,4526.87,3.4,52,42.5,2025-01-18,365,2025-03-29,47,22,2025-03-27
1507,"Aguirre, Cohen and Mitchell",Thailand,Bangkok,Dental,Turkish,0,1,1,0,0,1,,9756.56,2.1,100,26.6,2025-03-14,818,2025-03-19,50,7,2025-03-25
1508,"Patel, Adams and Lopez",Mexico,Cancun,"Cardiology, Fertility, Dental","Spanish, Turkish, English",1,1,0,1,1,0,,9108.2,1.7,59,65.4,2025-02-08,664,2025-04-03,83,45,2025-03-29
1509,White LLC,USA,New York,"Cosmetic Surgery, Dermatology","Hindi, Thai",1,0,0,1,1,1,,3576.5,4.8,87,24.6,2025-04-02,992,2025-03-23,27,45,2025-04-08
1510,Walsh PLC,Thailand,Bangkok,"Orthopedics, Dermatology","Hindi, Thai, German",0,0,0,1,1,0,,5977.3,3.4,66,49.2,2025-02-25,36,2025-04-17,66,11,2025-03-27
1511,Nelson-Dean,Germany,Berlin,"Cardiology, Orthopedics","Thai, Spanish, Turkish",0,0,0,0,0,1,,4057.99,2.3,51,29.4,2025-02-19,791,2025-03-11,4,27,2025-03-29
1512,Flores and Sons,Thailand,Bangkok,"Dental, Cosmetic Surgery, Dermatology",English,0,0,0,1,1,0,,4842.41,3.4,60,65.8,2025-03-01,186,2025-03-03,9,35,2025-03-29
1513,Booker Inc,Mexico,Tijuana,Dermatology,Hindi,0,0,1,0,0,0,,8575.96,1.9,80,7.0,2025-03-27,941,2025-03-23,5,3,2025-03-21
1514,Compton LLC,India,Delhi,Cardiology,Thai,1,1,1,0,1,0,,3497.79,3.5,70,35.9,2025-02-08,548,2025-02-21,56,50,2025-04-13
1515,Martinez-Gonzales,India,Delhi,Orthopedics,Spanish,0,0,0,0,1,0,,9064.6,2.0,95,30.8,2025-02-13,593,2025-03-29,17,47,2025-03-21
1516,Hall and Sons,Turkey,Ankara,"Dental, Cardiology","Croatian, Thai",0,1,1,1,0,1,,9209.75,5.0,61,26.7,2025-03-22,463,2025-03-14,59,44,2025-04-10
1517,Snyder LLC,Thailand,Chiang Mai,"Cardiology, Cosmetic Surgery, Dental","English, Thai",1,1,1,1,1,1,,7866.64,1.2,77,7.1,2025-01-30,526,2025-03-17,77,29,2025-03-19
1518,Collins-Lloyd,Mexico,Tijuana,"Fertility, Orthopedics","English, Hindi, Spanish",0,1,0,1,1,0,,4656.69,1.0,62,62.5,2025-04-09,660,2025-03-16,54,2,2025-04-08
1519,Ford-Moody,Thailand,Phuket,"Orthopedics, Cardiology, Dental",English,1,1,1,1,1,0,,1871.28,3.3,62,64.7,2025-03-27,779,2025-03-01,33,8,2025-04-01
1520,Miller-Christensen,Germany,Munich,Cosmetic Surgery,"Thai, German, English",1,0,0,0,1,0,,5461.85,1.0,94,9.4,2025-04-18,708,2025-03-17,99,46,2025-03-28
1521,Brown Group,Thailand,Chiang Mai,Cosmetic Surgery,English,1,1,0,0,1,1,,1053.04,1.9,77,70.2,2025-02-03,381,2025-03-03,56,38,2025-04-06
1522,Daniels and Sons,Thailand,Phuket,Dermatology,"Turkish, English",0,1,0,0,0,0,,986.8,2.9,56,36.2,2025-03-03,28,2025-03-03,22,0,2025-04-07
1523,Huang LLC,USA,Los Angeles,"Dermatology, Cosmetic Surgery","Turkish, Spanish, Thai",0,0,0,0,0,1,,3962.51,3.5,88,34.6,2025-01-26,471,2025-03-06,88,41,2025-03-28
1524,Clayton-Martinez,Croatia,Split,"Fertility, Cardiology, Orthopedics","Hindi, Thai",1,1,1,0,1,0,,4143.99,3.7,89,55.2,2025-03-16,685,2025-03-08,21,3,2025-04-09
1525,"Wright, Wise and Ramos",USA,New York,"Dental, Cosmetic Surgery","Spanish, Turkish, German",0,1,0,0,0,1,,9405.6,4.9,99,17.3,2025-02-21,808,2025-03-22,96,25,2025-03-26
1526,"Vang, Gonzalez and Moss",India,Bangalore,"Orthopedics, Dermatology, Dental","Thai, Turkish, English",1,1,1,0,1,1,,6187.76,1.2,73,38.0,2025-01-30,740,2025-03-24,66,32,2025-04-16
1527,Boyd and Sons,Turkey,Ankara,"Cardiology, Dental, Dermatology",Croatian,1,1,0,1,0,1,,4719.98,2.1,51,41.1,2025-02-04,571,2025-03-22,26,11,2025-04-10
1528,Price-Ali,Turkey,Istanbul,"Fertility, Orthopedics","Hindi, English, Thai",0,0,0,1,0,1,,4398.41,2.7,82,44.3,2025-01-23,744,2025-03-29,76,14,2025-03-23
1529,Moore-Chandler,Mexico,Cancun,Cosmetic Surgery,"Turkish, English, Hindi",0,0,1,0,1,0,,8837.05,1.2,59,11.5,2025-02-24,271,2025-04-09,44,39,2025-03-19
1530,"Pineda, Meyer and King",Thailand,Phuket,Dental,"Croatian, German",1,0,1,0,0,0,,8611.72,4.2,80,70.0,2025-03-17,623,2025-03-03,69,17,2025-04-04
1531,"Evans, Ward and Williams",Turkey,Ankara,Cosmetic Surgery,Hindi,0,1,0,1,1,1,,9873.33,4.5,55,19.6,2025-04-08,469,2025-04-07,63,21,2025-04-01
1532,"Robinson, Rodriguez and Chen",USA,New York,"Fertility, Cardiology",Turkish,1,1,1,1,1,1,,3285.34,2.3,66,63.7,2025-03-12,989,2025-04-14,30,17,2025-04-18
1533,Smith-Bauer,USA,Miami,Dermatology,"Thai, Spanish, Turkish",0,1,1,0,1,1,,6803.14,1.3,94,42.3,2025-03-17,385,2025-02-20,31,33,2025-03-30
1534,"Wilson, Mccormick and Smith",USA,Los Angeles,Cosmetic Surgery,"German, Croatian, Turkish",0,1,1,1,0,0,,9821.29,2.6,75,10.7,2025-04-02,718,2025-02-19,30,3,2025-03-19
1535,Perkins Ltd,Croatia,Split,Dermatology,"German, Hindi",1,0,1,0,0,1,,833.67,3.8,78,46.1,2025-03-11,247,2025-04-03,6,13,2025-03-23
1536,Barker-Moore,Thailand,Phuket,Dermatology,"Croatian, Turkish, English",1,0,1,1,1,1,,4474.51,4.4,56,10.2,2025-04-09,214,2025-03-15,89,0,2025-04-03
1537,Wright Group,India,Delhi,"Orthopedics, Cardiology, Dental","Turkish, English",1,1,1,1,1,1,,2700.64,2.7,95,60.2,2025-04-08,535,2025-02-18,3,10,2025-03-29
1538,Parks LLC,Croatia,Dubrovnik,"Cardiology, Fertility, Cosmetic Surgery",English,0,1,1,0,1,1,,4206.08,4.7,88,38.3,2025-03-10,179,2025-03-15,64,10,2025-03-27
1539,"Brown, Kelly and Moore",Croatia,Dubrovnik,"Orthopedics, Dental","Spanish, English",0,0,0,0,1,0,,8030.36,4.0,60,15.9,2025-03-29,939,2025-04-17,26,27,2025-03-19
1540,"Moody, Martinez and Hall",Thailand,Phuket,"Cosmetic Surgery, Fertility","Croatian, Thai",1,1,0,1,1,0,,4976.38,3.1,97,27.9,2025-04-15,739,2025-04-03,19,0,2025-04-02
1541,"Kramer, Sherman and Trujillo",Thailand,Chiang Mai,"Fertility, Cosmetic Surgery, Orthopedics",Thai,0,1,0,0,0,1,,6558.4,2.4,98,54.7,2025-01-27,721,2025-03-26,61,15,2025-04-08
1542,Quinn-Smith,Thailand,Bangkok,Dermatology,Croatian,1,1,0,0,1,1,,2523.17,3.1,95,42.5,2025-03-22,62,2025-02-17,16,49,2025-04-04
1543,Howard-Taylor,Mexico,Tijuana,"Dermatology, Fertility, Cardiology","German, Turkish, English",1,0,1,0,0,1,,3750.74,2.2,76,38.0,2025-01-19,700,2025-04-04,74,50,2025-04-04
1544,Washington Group,Thailand,Phuket,Cosmetic Surgery,English,1,1,0,1,1,1,,4297.44,3.6,64,38.5,2025-03-06,389,2025-03-11,1,19,2025-03-19
1545,"Phillips, Terry and Lopez",Turkey,Izmir,"Cosmetic Surgery, Orthopedics, Cardiology","Spanish, Croatian, Thai",0,0,0,1,1,1,,5579.26,4.7,78,3.1,2025-01-24,869,2025-03-22,20,15,2025-03-28
1546,Stephens LLC,India,Mumbai,"Cardiology, Dermatology","Croatian, German, Spanish",1,1,0,1,1,0,,6543.71,3.4,63,5.2,2025-04-02,966,2025-03-04,6,14,2025-03-22
1547,"Mcdonald, Dillon and George",Mexico,Tijuana,"Dental, Dermatology, Fertility","Hindi, Turkish, English",1,0,0,0,1,1,,5722.38,1.2,85,56.0,2025-04-09,39,2025-03-15,86,1,2025-03-19
1548,"Martin, Schmidt and Cole",USA,New York,Fertility,"German, Spanish",1,1,1,0,0,1,,5164.52,3.0,79,6.0,2025-03-09,948,2025-03-25,46,38,2025-04-05
1549,Weaver-Gibson,Germany,Hamburg,"Orthopedics, Cardiology","German, Croatian, Turkish",1,1,1,1,0,1,,3580.0,3.6,94,45.7,2025-04-01,576,2025-03-04,80,5,2025-04-04
1550,"Hunter, Gross and Andrade",USA,New York,"Cosmetic Surgery, Dermatology, Dental","Spanish, Hindi, German",0,1,0,1,0,0,,9452.84,4.6,99,38.6,2025-02-13,167,2025-02-28,97,4,2025-04-06
1551,"Vincent, Parsons and Allen",Germany,Munich,Dental,"Thai, Croatian, Spanish",0,1,1,1,1,1,,3536.86,1.2,63,3.9,2025-01-23,138,2025-03-19,80,24,2025-03-25
1552,"Brown, Coffey and Fuentes",India,Mumbai,"Fertility, Dental","Thai, Hindi, Spanish",1,0,0,1,0,0,,7373.21,1.4,60,53.4,2025-03-13,899,2025-03-31,1,47,2025-03-27
1553,Warren Group,Mexico,Tijuana,Orthopedics,German,0,1,0,0,0,0,,3936.13,4.3,60,26.1,2025-02-04,324,2025-03-12,72,3,2025-03-27
1554,"Moore, Campbell and Ortiz",USA,New York,"Cardiology, Cosmetic Surgery",Spanish,0,0,1,1,1,0,,1320.27,4.6,55,68.8,2025-04-04,208,2025-02-26,38,47,2025-03-19
1555,Rodriguez-Mills,Germany,Berlin,"Cardiology, Cosmetic Surgery","English, Spanish",0,1,0,1,1,1,,1328.25,3.0,68,59.2,2025-04-04,786,2025-04-11,19,1,2025-03-25
1556,Williams and Sons,Mexico,Tijuana,Dermatology,"Spanish, Hindi, English",0,0,0,1,1,0,,2046.23,3.1,88,4.6,2025-02-08,660,2025-03-16,91,4,2025-03-31
1557,Russo and Sons,Thailand,Phuket,"Cosmetic Surgery, Dermatology",Spanish,0,0,0,0,0,0,,2325.84,2.6,85,52.6,2025-01-19,211,2025-04-12,56,9,2025-04-11
1558,Washington Inc,Croatia,Split,"Orthopedics, Dermatology, Dental","Thai, Croatian",0,1,0,0,0,0,,6374.62,4.6,100,55.2,2025-03-12,36,2025-03-29,3,7,2025-04-11
1559,Duncan Group,Germany,Berlin,Dental,German,1,1,1,0,1,0,,2932.97,3.1,99,28.7,2025-04-11,846,2025-03-04,63,29,2025-04-07
1560,"Burns, Hanson and Garza",Croatia,Dubrovnik,Cosmetic Surgery,"Croatian, Thai, Turkish",0,0,0,1,0,0,,4246.55,4.3,92,36.3,2025-01-26,515,2025-03-03,9,5,2025-03-29
1561,Diaz PLC,Croatia,Dubrovnik,"Dental, Cosmetic Surgery, Orthopedics",Spanish,1,0,0,1,1,1,,715.74,2.4,88,20.9,2025-02-01,883,2025-02-24,50,25,2025-03-28
1562,"Jones, Conrad and Clark",India,Delhi,"Fertility, Dermatology, Cardiology","Turkish, English, Thai",1,0,1,0,0,1,,8733.15,1.3,91,4.4,2025-02-24,202,2025-04-03,23,13,2025-04-09
1563,Hebert-Collier,Mexico,Cancun,"Cosmetic Surgery, Cardiology","German, Croatian",0,0,0,1,1,0,,8486.93,3.0,59,38.2,2025-03-08,935,2025-03-15,88,9,2025-03-28
1564,Owen-Brown,Turkey,Izmir,"Dermatology, Cosmetic Surgery","German, English",0,0,1,0,0,1,,5434.11,1.7,98,17.7,2025-02-14,555,2025-03-14,26,35,2025-03-27
1565,"Paul, Zamora and Short",Thailand,Bangkok,"Cardiology, Fertility",Spanish,0,0,1,0,1,1,,4670.27,3.1,76,30.9,2025-03-14,529,2025-03-22,94,30,2025-03-19
1566,"Brown, Jensen and Rice",Germany,Munich,Orthopedics,Turkish,0,0,0,1,0,0,,4845.0,2.4,60,41.8,2025-02-16,409,2025-04-16,15,16,2025-04-07
